vrn,job_card_no,service_date,service_classification,mileage_reading,service_advisor,job_description,total_bill,source_file,source_row,source_field,merge_rule,confidence_score,validation_status,merge_timestamp
KA32AB9280,JC-DevAus-AA1-2627-000985,13-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,1,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
MH12WX7491,JC-DevAus-AA1-2627-000762,03-06-2026,General Repair,0,Shashikumar,,3504.0,JC_Backdate_June2026.csv,2,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA32AB5725,JC-DevAus-AA1-2627-000984,13-06-2026,General Repair,0,Shashikumar,,6036.51,JC_Backdate_June2026.csv,3,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA32AC0713,JC-DevAus-AA1-2627-000996,13-06-2026,General Repair,0,Mustafa,,1935.0,JC_Backdate_June2026.csv,359,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA32AA4414,JC-DevAus-AA1-2627-000990,13-06-2026,General Repair,0,Mustafa,,29138.31,JC_Backdate_June2026.csv,360,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA32AA5120,JC-DevAus-AA1-2627-000997,13-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,361,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA32AB7784,JC-DevAus-AA1-2627-000988,13-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,362,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
MH12WX2417,JC-DevAus-AA1-2627-000993,13-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,363,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
MH12WX7484,JC-DevAus-AA1-2627-000981,13-06-2026,General Repair,0,Shashikumar,,321.2,JC_Backdate_June2026.csv,364,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA32AB7813,JC-DevAus-AA1-2627-000560,13-06-2026,General Repair,0,Mustafa,,11251.25,JC_Backdate_June2026.csv,365,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA51AK9153,JC-DevAus-AA1-2627-000991,13-06-2026,General Repair,0,Shashikumar,,24469.14,JC_Backdate_June2026.csv,366,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA32AB2307,JC-DevAus-AA1-2627-000983,13-06-2026,General Repair,0,Mustafa,,15500.48,JC_Backdate_June2026.csv,367,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA32AB0946,JC-DevAus-AA1-2627-000995,13-06-2026,General Repair,0,Shashikumar,,1910.35,JC_Backdate_June2026.csv,368,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA32AC0252,JC-DevAus-AA1-2627-000989,13-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,369,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA32AB9349,JC-DevAus-AA1-2627-000986,13-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,370,J C NO,Merged Timeline Entry,84.0,VALID,2026-07-09 22:31:15
KA34A8544,JC-DevAus-AA1-2627-000675,01-06-2026,General Repair,0,Mustafa,,10127.72,JC_Backdate_June2026.csv,4,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB9417,JC-DevAus-AA1-2627-000805,01-06-2026,General Repair,0,Shashikumar,,10927.91,JC_Backdate_June2026.csv,5,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC0666,JC-DevAus-AA1-2627-000779,01-06-2026,General Repair,0,Mustafa,,4590.0,JC_Backdate_June2026.csv,6,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32G1551,JC-DevAus-AA1-2627-000802,01-06-2026,General Repair,0,Mustafa,,29180.29,JC_Backdate_June2026.csv,7,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1121,JC-DevAus-AA1-2627-000811,01-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,8,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB0531,JC-DevAus-AA1-2627-000803,01-06-2026,General Repair,0,Mustafa,,7567.55,JC_Backdate_June2026.csv,9,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA7996,JC-DevAus-AA1-2627-000814,01-06-2026,General Repair,0,Shashikumar,,1180.0,JC_Backdate_June2026.csv,10,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB3616,JC-DevAus-AA1-2627-000812,01-06-2026,General Repair,0,Shashikumar,,10652.1,JC_Backdate_June2026.csv,11,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB5425,JC-DevAus-AA1-2627-000815,01-06-2026,General Repair,0,Shashikumar,,18414.71,JC_Backdate_June2026.csv,12,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB9418,JC-DevAus-AA1-2627-000801,01-06-2026,General Repair,0,Mustafa,,10907.91,JC_Backdate_June2026.csv,13,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB5719,JC-DevAus-AA1-2627-000804,01-06-2026,General Repair,0,Mustafa,,568.0,JC_Backdate_June2026.csv,14,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
NL01AF3211,JC-DevAus-AA1-2627-000800,02-06-2026,General Repair,0,Abdul Gani Shek,,7128.0,JC_Backdate_June2026.csv,15,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA36D2103,JC-DevAus-AA1-2627-000809,02-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,16,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1286,JC-DevAus-AA1-2627-000824,02-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,17,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB1322,JC-DevAus-AA1-2627-000813,02-06-2026,General Repair,0,Mustafa,,3720.07,JC_Backdate_June2026.csv,18,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB0129,JC-DevAus-AA1-2627-000825,02-06-2026,General Repair,0,Mustafa,,5994.3,JC_Backdate_June2026.csv,19,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC0835,JC-DevAus-AA1-2627-000819,02-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,20,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA6413,JC-DevAus-AA1-2627-000826,02-06-2026,General Repair,0,Shashikumar,,2000.0,JC_Backdate_June2026.csv,21,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12YB1068,JC-DevAus-AA1-2627-000760,02-06-2026,General Repair,0,Shashikumar,,1278.0,JC_Backdate_June2026.csv,22,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB5005,JC-DevAus-AA1-2627-000816,02-06-2026,General Repair,0,Mustafa,,6678.0,JC_Backdate_June2026.csv,23,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA39A1661,JC-DevAus-AA1-2627-000827,02-06-2026,General Repair,0,Shashikumar,,24488.14,JC_Backdate_June2026.csv,24,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB7816,JC-DevAus-AA1-2627-000829,02-06-2026,General Repair,0,Mustafa,,472.0,JC_Backdate_June2026.csv,25,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC0002,JC-DevAus-AA1-2627-000823,02-06-2026,General Repair,0,Mustafa,,10925.01,JC_Backdate_June2026.csv,26,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12VT7655,JC-DevAus-AA1-2627-000821,02-06-2026,General Repair,0,Shashikumar,,11631.0,JC_Backdate_June2026.csv,27,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32D5623,JC-DevAus-AA1-2627-000818,02-06-2026,General Repair,0,Mustafa,,13006.69,JC_Backdate_June2026.csv,28,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB9334,JC-DevAus-AA1-2627-000830,02-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,29,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12WX2413,JC-DevAus-AA1-2627-000831,02-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,30,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA36A3539,JC-DevAus-AA1-2627-000828,02-06-2026,General Repair,0,Abdul Gani Shek,,2999.56,JC_Backdate_June2026.csv,31,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA33B8278,JC-DevAus-AA1-2627-000820,03-06-2026,General Repair,0,Shashikumar,,9402.0,JC_Backdate_June2026.csv,32,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB1089,JC-DevAus-AA1-2627-000833,03-06-2026,General Repair,0,Shashikumar,,13087.0,JC_Backdate_June2026.csv,33,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA9772,JC-DevAus-AA1-2627-000835,03-06-2026,General Repair,0,Shashikumar,,12879.4,JC_Backdate_June2026.csv,34,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32D9313,JC-DevAus-AA1-2627-000839,03-06-2026,General Repair,0,Shashikumar,,4059.0,JC_Backdate_June2026.csv,35,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA36D2414,JC-DevAus-AA1-2627-000838,03-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,36,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32F2787,JC-DevAus-AA1-2627-000832,03-06-2026,General Repair,0,Mustafa,,180.6,JC_Backdate_June2026.csv,37,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1330,JC-DevAus-AA1-2627-000841,03-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,38,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB9934,JC-DevAus-AA1-2627-000842,03-06-2026,General Repair,0,Mustafa,,4873.3,JC_Backdate_June2026.csv,39,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB1027,JC-DevAus-AA1-2627-000846,03-06-2026,General Repair,0,Mustafa,,2200.11,JC_Backdate_June2026.csv,40,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB0272,JC-DevAus-AA1-2627-000840,03-06-2026,General Repair,0,Mustafa,,8060.8,JC_Backdate_June2026.csv,41,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH13DQ8612,JC-DevAus-AA1-2627-000843,03-06-2026,General Repair,0,Mustafa,,13260.0,JC_Backdate_June2026.csv,42,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
TS34TB8007,JC-DevAus-AA1-2627-000848,03-06-2026,General Repair,0,Mustafa,,64197.58,JC_Backdate_June2026.csv,43,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA5833,JC-DevAus-AA1-2627-000817,03-06-2026,General Repair,0,Mustafa,,4837.4,JC_Backdate_June2026.csv,44,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA1276,JC-DevAus-AA1-2627-000847,03-06-2026,General Repair,0,Shashikumar,,13059.0,JC_Backdate_June2026.csv,45,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC0466,JC-DevAus-AA1-2627-000793,03-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,46,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC5516,JC-DevAus-AA1-2627-000849,04-06-2026,General Repair,0,Mustafa,,10907.91,JC_Backdate_June2026.csv,47,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1627,JC-DevAus-AA1-2627-000852,04-06-2026,General Repair,0,Mustafa,,3870.0,JC_Backdate_June2026.csv,48,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1119,JC-DevAus-AA1-2627-000853,04-06-2026,General Repair,0,Shashikumar,,708.0,JC_Backdate_June2026.csv,49,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA33C0044,JC-DevAus-AA1-2627-000844,04-06-2026,General Repair,0,Shashikumar,,1652.0,JC_Backdate_June2026.csv,50,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB5735,JC-DevAus-AA1-2627-000851,04-06-2026,General Repair,0,Mustafa,,1420.6,JC_Backdate_June2026.csv,51,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
NL01L2126,JC-DevAus-AA1-2627-000837,04-06-2026,General Repair,0,Abdul Gani Shek,,5451.6,JC_Backdate_June2026.csv,52,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB1342,JC-DevAus-AA1-2627-000855,04-06-2026,General Repair,0,Shashikumar,,3744.0,JC_Backdate_June2026.csv,53,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC0003,JC-DevAus-AA1-2627-000854,04-06-2026,General Repair,0,Mustafa,,10927.91,JC_Backdate_June2026.csv,54,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA28AB2091,JC-DevAus-AA1-2627-000857,04-06-2026,General Repair,0,Shashikumar,,376.95,JC_Backdate_June2026.csv,55,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12XM4277,JC-DevAus-AA1-2627-000778,04-06-2026,General Repair,0,Abdul Gani Shek,,16899.81,JC_Backdate_June2026.csv,56,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC3110,JC-DevAus-AA1-2627-000859,04-06-2026,General Repair,0,Shashikumar,,16919.26,JC_Backdate_June2026.csv,57,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA8564,JC-DevAus-AA1-2627-000858,04-06-2026,General Repair,0,Mustafa,,5819.65,JC_Backdate_June2026.csv,58,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA33B6004,JC-DevAus-AA1-2627-000836,05-06-2026,General Repair,0,Shashikumar,,44999.88,JC_Backdate_June2026.csv,59,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB9279,JC-DevAus-AA1-2627-000862,05-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,60,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB9278,JC-DevAus-AA1-2627-000861,05-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,61,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA36D2401,JC-DevAus-AA1-2627-000860,05-06-2026,General Repair,0,Shashikumar,,600.0,JC_Backdate_June2026.csv,62,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12YQ0972,JC-DevAus-AA1-2627-000863,05-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,63,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12XM2649,JC-DevAus-AA1-2627-000870,05-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,64,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA6411,JC-DevAus-AA1-2627-000871,05-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,65,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32C7263,JC-DevAus-AA1-2627-000869,05-06-2026,General Repair,0,Shashikumar,,13409.0,JC_Backdate_June2026.csv,66,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH14MH6121,JC-DevAus-AA1-2627-000864,05-06-2026,General Repair,0,Shashikumar,,17599.76,JC_Backdate_June2026.csv,67,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB0808,JC-DevAus-AA1-2627-000872,05-06-2026,General Repair,0,Shashikumar,,13300.24,JC_Backdate_June2026.csv,68,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
AP39WQ5599,JC-DevAus-AA1-2627-000874,05-06-2026,General Repair,0,Mustafa,,20313.11,JC_Backdate_June2026.csv,69,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA37B2336,JC-DevAus-AA1-2627-000868,05-06-2026,General Repair,0,Shashikumar,,13208.82,JC_Backdate_June2026.csv,70,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12WX2414,JC-DevAus-AA1-2627-000856,05-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,71,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12WX2401,JC-DevAus-AA1-2627-000876,05-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,72,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB5940,JC-DevAus-AA1-2627-000875,05-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,73,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA28AA8590,JC-DevAus-AA1-2627-000866,05-06-2026,General Repair,0,Shashikumar,,4155.32,JC_Backdate_June2026.csv,74,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA4646,JC-DevAus-AA1-2627-000822,06-06-2026,General Repair,0,Mustafa,,9718.3,JC_Backdate_June2026.csv,75,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA4661,JC-DevAus-AA1-2627-000882,06-06-2026,General Repair,0,Mustafa,,1770.0,JC_Backdate_June2026.csv,76,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1290,JC-DevAus-AA1-2627-000884,06-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,77,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
TS08UL9238,JC-DevAus-AA1-2627-000885,06-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,78,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
TS08UL9189,JC-DevAus-AA1-2627-000886,06-06-2026,General Repair,0,Mustafa,,1180.0,JC_Backdate_June2026.csv,79,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB4172,JC-DevAus-AA1-2627-000865,06-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,80,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12WX7491,JC-DevAus-AA1-2627-000881,06-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,81,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12WX7490,JC-DevAus-AA1-2627-000879,06-06-2026,General Repair,0,Mustafa,,551.1,JC_Backdate_June2026.csv,82,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
AP39WH2752,JC-DevAus-AA1-2627-000888,06-06-2026,General Repair,0,Mustafa,,6882.2,JC_Backdate_June2026.csv,83,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
RJ29GB0457,JC-DevAus-AA1-2627-000890,06-06-2026,General Repair,0,Shashikumar,,1004.6,JC_Backdate_June2026.csv,84,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA28AB6264,JC-DevAus-AA1-2627-000867,06-06-2026,General Repair,0,Mustafa,,80.0,JC_Backdate_June2026.csv,85,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA8365,JC-DevAus-AA1-2627-000873,06-06-2026,General Repair,0,Shashikumar,,12914.0,JC_Backdate_June2026.csv,86,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA5833,JC-DevAus-AA1-2627-000892,06-06-2026,General Repair,0,Mustafa,,1224.8,JC_Backdate_June2026.csv,87,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC0482,JC-DevAus-AA1-2627-000896,06-06-2026,General Repair,0,Shashikumar,,3870.0,JC_Backdate_June2026.csv,88,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12XM2650,JC-DevAus-AA1-2627-000898,06-06-2026,General Repair,0,Shashikumar,,0.0,JC_Backdate_June2026.csv,89,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB5426,JC-DevAus-AA1-2627-000897,06-06-2026,General Repair,0,Mustafa,,7540.3,JC_Backdate_June2026.csv,90,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB0448,JC-DevAus-AA1-2627-000878,06-06-2026,General Repair,0,Mustafa,,70000.05,JC_Backdate_June2026.csv,91,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH25AJ9324,JC-DevAus-AA1-2627-000899,06-06-2026,General Repair,0,Mustafa,,13399.87,JC_Backdate_June2026.csv,92,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA5120,JC-DevAus-AA1-2627-000883,08-06-2026,General Repair,0,Shashikumar,,1888.0,JC_Backdate_June2026.csv,93,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1282,JC-DevAus-AA1-2627-000903,08-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,94,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB9348,JC-DevAus-AA1-2627-000909,08-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,95,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA56A0804,JC-DevAus-AA1-2627-000910,08-06-2026,General Repair,0,Mustafa,,1935.0,JC_Backdate_June2026.csv,96,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA7187,JC-DevAus-AA1-2627-000908,08-06-2026,General Repair,0,Shashikumar,,3620.0,JC_Backdate_June2026.csv,97,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
AP39UB4679,JC-DevAus-AA1-2627-000902,08-06-2026,General Repair,0,Mustafa,,3200.12,JC_Backdate_June2026.csv,98,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12WX7489,JC-DevAus-AA1-2627-000887,08-06-2026,General Repair,0,Mustafa,,136.0,JC_Backdate_June2026.csv,99,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB0531,JC-DevAus-AA1-2627-000912,08-06-2026,General Repair,0,Mustafa,,6744.01,JC_Backdate_June2026.csv,100,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB0594,JC-DevAus-AA1-2627-000913,08-06-2026,General Repair,0,Mustafa,,1180.0,JC_Backdate_June2026.csv,101,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA3103,JC-DevAus-AA1-2627-000900,08-06-2026,General Repair,0,Mustafa,,14863.74,JC_Backdate_June2026.csv,102,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12XM2651,JC-DevAus-AA1-2627-000911,08-06-2026,General Repair,0,Mustafa,,824.0,JC_Backdate_June2026.csv,103,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA4550,JC-DevAus-AA1-2627-000845,08-06-2026,General Repair,0,Shashikumar,,548.0,JC_Backdate_June2026.csv,104,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC0597,JC-DevAus-AA1-2627-000904,08-06-2026,General Repair,0,Mustafa,,124.9,JC_Backdate_June2026.csv,105,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA28AB4673,JC-DevAus-AA1-2627-000905,08-06-2026,General Repair,0,Mustafa,,703.0,JC_Backdate_June2026.csv,106,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1123,JC-DevAus-AA1-2627-000917,08-06-2026,General Repair,0,Mustafa,,807.99,JC_Backdate_June2026.csv,107,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC0991,JC-DevAus-AA1-2627-000918,08-06-2026,General Repair,0,Shashikumar,,10907.91,JC_Backdate_June2026.csv,108,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB2282,JC-DevAus-AA1-2627-000915,08-06-2026,General Repair,0,Shashikumar,,10190.19,JC_Backdate_June2026.csv,109,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12XM8981,JC-DevAus-AA1-2627-000919,08-06-2026,General Repair,0,Shashikumar,,11700.17,JC_Backdate_June2026.csv,110,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA8553,JC-DevAus-AA1-2627-000907,08-06-2026,General Repair,0,Mustafa,,590.0,JC_Backdate_June2026.csv,111,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA8530,JC-DevAus-AA1-2627-000894,08-06-2026,General Repair,0,Abdul Gani Shek,,9500.06,JC_Backdate_June2026.csv,112,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA28AB8805,JC-DevAus-AA1-2627-000923,09-06-2026,General Repair,0,Mustafa,,0.0,JC_Backdate_June2026.csv,113,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32F2789,JC-DevAus-AA1-2627-000877,09-06-2026,General Repair,0,Mustafa,,805.0,JC_Backdate_June2026.csv,114,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32C1584,JC-DevAus-AA1-2627-000922,09-06-2026,General Repair,0,Mustafa,,21245.95,JC_Backdate_June2026.csv,115,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB5005,JC-DevAus-AA1-2627-000925,09-06-2026,General Repair,0,Mustafa,,552.0,JC_Backdate_June2026.csv,116,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA7881,JC-DevAus-AA1-2627-000926,09-06-2026,General Repair,0,Mustafa,,2124.0,JC_Backdate_June2026.csv,117,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB1723,JC-DevAus-AA1-2627-000921,09-06-2026,General Repair,0,Mustafa,,43554.85,JC_Backdate_June2026.csv,118,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA01AN4564,JC-DevAus-AA1-2627-000891,09-06-2026,General Repair,0,Shashikumar,,78044.4,JC_Backdate_June2026.csv,119,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
